card_id,category,item,scrap_date
104673120,Системы безопасности,антипробуксовочная,2023-05-26 19:17:47
104673120,Системы безопасности,иммобилайзер,2023-05-26 19:17:47
104673120,Подушки,передние,2023-05-26 19:17:47
104673120,Подушки,боковые,2023-05-26 19:17:47
104673120,Подушки,задние,2023-05-26 19:17:47
104673120,Системы помощи,датчик дождя,2023-05-26 19:17:47
104673120,Системы помощи,камера заднего вида,2023-05-26 19:17:47
104673120,Системы помощи,парктроники,2023-05-26 19:17:47
104673120,Интерьер,тёмный,2023-05-26 19:17:47
104673120,Интерьер,искусственная кожа,2023-05-26 19:17:47
104673120,Интерьер,люк,2023-05-26 19:17:47
104673120,Комфорт,круиз-контроль,2023-05-26 19:17:47
104673120,Комфорт,управление мультимедиа с руля,2023-05-26 19:17:47
104673120,Комфорт,передние электро-стеклоподъёмники,2023-05-26 19:17:47
104673120,Комфорт,задние электро-стеклоподъёмники,2023-05-26 19:17:47
104673120,Обогрев,сидений,2023-05-26 19:17:47
104673120,Обогрев,зеркал,2023-05-26 19:17:47
104673120,Климат,климат-контроль,2023-05-26 19:17:47
104673120,Климат,кондиционер,2023-05-26 19:17:47
104673120,Мультимедиа,AUX или iPod,2023-05-26 19:17:47
104673120,Мультимедиа,Bluetooth,2023-05-26 19:17:47
104673120,Мультимедиа,CD или MP3,2023-05-26 19:17:47
104673120,Мультимедиа,USB,2023-05-26 19:17:47
104673120,Мультимедиа,мультимедийный экран,2023-05-26 19:17:47
104673120,Фары,светодиодные,2023-05-26 19:17:47
104621634,Экстерьер,легкосплавные диски,2023-05-26 19:17:47
104621634,Системы безопасности,ABS,2023-05-26 19:17:47
104621634,Системы безопасности,ESP,2023-05-26 19:17:47
104621634,Системы безопасности,антипробуксовочная,2023-05-26 19:17:47
104621634,Системы безопасности,иммобилайзер,2023-05-26 19:17:47
104621634,Системы безопасности,сигнализация,2023-05-26 19:17:47
104621634,Подушки,передние,2023-05-26 19:17:47
104621634,Подушки,боковые,2023-05-26 19:17:47
104621634,Подушки,задние,2023-05-26 19:17:47
104621634,Системы помощи,датчик дождя,2023-05-26 19:17:47
104621634,Системы помощи,камера заднего вида,2023-05-26 19:17:47
104621634,Системы помощи,парктроники,2023-05-26 19:17:47
104621634,Системы помощи,контроль мертвых зон на зеркалах,2023-05-26 19:17:47
104621634,Интерьер,тёмный,2023-05-26 19:17:47
104621634,Интерьер,искусственная кожа,2023-05-26 19:17:47
104621634,Интерьер,панорамная крыша,2023-05-26 19:17:47
104621634,Интерьер,люк,2023-05-26 19:17:47
104621634,Комфорт,автозапуск двигателя,2023-05-26 19:17:47
104621634,Комфорт,круиз-контроль,2023-05-26 19:17:47
104621634,Комфорт,управление мультимедиа с руля,2023-05-26 19:17:47
104621634,Комфорт,электрорегулировка сидений,2023-05-26 19:17:47
104621634,Комфорт,передние электро-стеклоподъёмники,2023-05-26 19:17:47
104621634,Комфорт,задние электро-стеклоподъёмники,2023-05-26 19:17:47
104621634,Обогрев,сидений,2023-05-26 19:17:47
104621634,Обогрев,лобового стекла,2023-05-26 19:17:47
104621634,Обогрев,зеркал,2023-05-26 19:17:47
104621634,Обогрев,руля,2023-05-26 19:17:47
104621634,Климат,климат-контроль,2023-05-26 19:17:47
104621634,Климат,кондиционер,2023-05-26 19:17:47
104621634,Мультимедиа,Bluetooth,2023-05-26 19:17:47
104621634,Фары,ксеноновые,2023-05-26 19:17:47
104621634,Фары,противотуманные,2023-05-26 19:17:47
104621634,Фары,светодиодные,2023-05-26 19:17:47
104667181,Интерьер,комби,2023-05-26 19:17:47
104667181,Интерьер,натуральная кожа,2023-05-26 19:17:47
104408441,Экстерьер,легкосплавные диски,2023-05-26 19:17:48
104408441,Системы безопасности,ABS,2023-05-26 19:17:48
104408441,Системы безопасности,ESP,2023-05-26 19:17:48
104408441,Системы безопасности,антипробуксовочная,2023-05-26 19:17:48
104408441,Системы безопасности,иммобилайзер,2023-05-26 19:17:48
104408441,Подушки,передние,2023-05-26 19:17:48
104408441,Подушки,боковые,2023-05-26 19:17:48
104408441,Подушки,задние,2023-05-26 19:17:48
104408441,Системы помощи,датчик дождя,2023-05-26 19:17:48
104408441,Системы помощи,камера заднего вида,2023-05-26 19:17:48
104408441,Системы помощи,парктроники,2023-05-26 19:17:48
104408441,Интерьер,тёмный,2023-05-26 19:17:48
104408441,Интерьер,искусственная кожа,2023-05-26 19:17:48
104408441,Интерьер,люк,2023-05-26 19:17:48
104408441,Комфорт,круиз-контроль,2023-05-26 19:17:48
104408441,Комфорт,управление мультимедиа с руля,2023-05-26 19:17:48
104408441,Комфорт,передние электро-стеклоподъёмники,2023-05-26 19:17:48
104408441,Комфорт,задние электро-стеклоподъёмники,2023-05-26 19:17:48
104408441,Обогрев,сидений,2023-05-26 19:17:48
104408441,Обогрев,зеркал,2023-05-26 19:17:48
104408441,Климат,климат-контроль,2023-05-26 19:17:48
104408441,Мультимедиа,Bluetooth,2023-05-26 19:17:48
104408441,Мультимедиа,CD или MP3,2023-05-26 19:17:48
104408441,Мультимедиа,USB,2023-05-26 19:17:48
104408441,Мультимедиа,мультимедийный экран,2023-05-26 19:17:48
104408441,Фары,светодиодные,2023-05-26 19:17:48
104408545,Экстерьер,легкосплавные диски,2023-05-26 19:17:48
104408545,Системы безопасности,ABS,2023-05-26 19:17:48
104408545,Системы безопасности,ESP,2023-05-26 19:17:48
104408545,Системы безопасности,антипробуксовочная,2023-05-26 19:17:48
104408545,Системы безопасности,иммобилайзер,2023-05-26 19:17:48
104408545,Подушки,передние,2023-05-26 19:17:48
104408545,Подушки,боковые,2023-05-26 19:17:48
104408545,Подушки,задние,2023-05-26 19:17:48
104408545,Системы помощи,датчик дождя,2023-05-26 19:17:48
104408545,Системы помощи,камера заднего вида,2023-05-26 19:17:48
104408545,Системы помощи,парктроники,2023-05-26 19:17:48
104408545,Интерьер,тёмный,2023-05-26 19:17:48
104408545,Интерьер,искусственная кожа,2023-05-26 19:17:48
104408545,Интерьер,люк,2023-05-26 19:17:48
104408545,Комфорт,круиз-контроль,2023-05-26 19:17:48
104408545,Комфорт,управление мультимедиа с руля,2023-05-26 19:17:48
104408545,Комфорт,передние электро-стеклоподъёмники,2023-05-26 19:17:48
104408545,Комфорт,задние электро-стеклоподъёмники,2023-05-26 19:17:48
104408545,Обогрев,сидений,2023-05-26 19:17:48
104408545,Обогрев,зеркал,2023-05-26 19:17:48
104408545,Климат,климат-контроль,2023-05-26 19:17:48
104408545,Мультимедиа,Bluetooth,2023-05-26 19:17:48
104408545,Мультимедиа,CD или MP3,2023-05-26 19:17:48
104408545,Мультимедиа,USB,2023-05-26 19:17:48
104408545,Мультимедиа,мультимедийный экран,2023-05-26 19:17:48
104408545,Фары,светодиодные,2023-05-26 19:17:48
104408434,Экстерьер,легкосплавные диски,2023-05-26 19:17:49
104408434,Системы безопасности,ABS,2023-05-26 19:17:49
104408434,Системы безопасности,ESP,2023-05-26 19:17:49
104408434,Системы безопасности,антипробуксовочная,2023-05-26 19:17:49
104408434,Системы безопасности,иммобилайзер,2023-05-26 19:17:49
104408434,Подушки,передние,2023-05-26 19:17:49
104408434,Подушки,боковые,2023-05-26 19:17:49
104408434,Подушки,задние,2023-05-26 19:17:49
104408434,Системы помощи,датчик дождя,2023-05-26 19:17:49
104408434,Системы помощи,камера заднего вида,2023-05-26 19:17:49
104408434,Системы помощи,парктроники,2023-05-26 19:17:49
104408434,Интерьер,тёмный,2023-05-26 19:17:49
104408434,Интерьер,искусственная кожа,2023-05-26 19:17:49
104408434,Интерьер,люк,2023-05-26 19:17:49
104408434,Комфорт,круиз-контроль,2023-05-26 19:17:49
104408434,Комфорт,управление мультимедиа с руля,2023-05-26 19:17:49
104408434,Комфорт,передние электро-стеклоподъёмники,2023-05-26 19:17:49
104408434,Комфорт,задние электро-стеклоподъёмники,2023-05-26 19:17:49
104408434,Обогрев,сидений,2023-05-26 19:17:49
104408434,Обогрев,зеркал,2023-05-26 19:17:49
104408434,Климат,климат-контроль,2023-05-26 19:17:49
104408434,Мультимедиа,Bluetooth,2023-05-26 19:17:49
104408434,Мультимедиа,CD или MP3,2023-05-26 19:17:49
104408434,Мультимедиа,USB,2023-05-26 19:17:49
104408434,Мультимедиа,мультимедийный экран,2023-05-26 19:17:49
104408434,Фары,светодиодные,2023-05-26 19:17:49
104408451,Экстерьер,легкосплавные диски,2023-05-26 19:17:50
104408451,Системы безопасности,ABS,2023-05-26 19:17:50
104408451,Системы безопасности,ESP,2023-05-26 19:17:50
104408451,Системы безопасности,антипробуксовочная,2023-05-26 19:17:50
104408451,Системы безопасности,иммобилайзер,2023-05-26 19:17:50
104408451,Подушки,передние,2023-05-26 19:17:50
104408451,Подушки,боковые,2023-05-26 19:17:50
104408451,Подушки,задние,2023-05-26 19:17:50
104408451,Системы помощи,датчик дождя,2023-05-26 19:17:50
104408451,Системы помощи,камера заднего вида,2023-05-26 19:17:50
104408451,Системы помощи,парктроники,2023-05-26 19:17:50
104408451,Интерьер,тёмный,2023-05-26 19:17:50
104408451,Интерьер,искусственная кожа,2023-05-26 19:17:50
104408451,Интерьер,люк,2023-05-26 19:17:50
104408451,Комфорт,круиз-контроль,2023-05-26 19:17:50
104408451,Комфорт,управление мультимедиа с руля,2023-05-26 19:17:50
104408451,Комфорт,передние электро-стеклоподъёмники,2023-05-26 19:17:50
104408451,Комфорт,задние электро-стеклоподъёмники,2023-05-26 19:17:50
104408451,Обогрев,сидений,2023-05-26 19:17:50
104408451,Обогрев,зеркал,2023-05-26 19:17:50
104408451,Климат,климат-контроль,2023-05-26 19:17:50
104408451,Мультимедиа,Bluetooth,2023-05-26 19:17:50
104408451,Мультимедиа,CD или MP3,2023-05-26 19:17:50
104408451,Мультимедиа,USB,2023-05-26 19:17:50
104408451,Мультимедиа,мультимедийный экран,2023-05-26 19:17:50
104408451,Фары,светодиодные,2023-05-26 19:17:50
104408460,Экстерьер,легкосплавные диски,2023-05-26 19:17:51
104408460,Системы безопасности,ABS,2023-05-26 19:17:51
104408460,Системы безопасности,ESP,2023-05-26 19:17:51
104408460,Системы безопасности,антипробуксовочная,2023-05-26 19:17:51
104408460,Системы безопасности,иммобилайзер,2023-05-26 19:17:51
104408460,Подушки,передние,2023-05-26 19:17:51
104408460,Подушки,боковые,2023-05-26 19:17:51
104408460,Подушки,задние,2023-05-26 19:17:51
104408460,Системы помощи,датчик дождя,2023-05-26 19:17:51
104408460,Системы помощи,камера заднего вида,2023-05-26 19:17:51
104408460,Системы помощи,парктроники,2023-05-26 19:17:51
104408460,Интерьер,тёмный,2023-05-26 19:17:51
104408460,Интерьер,искусственная кожа,2023-05-26 19:17:51
104408460,Интерьер,люк,2023-05-26 19:17:51
104408460,Комфорт,круиз-контроль,2023-05-26 19:17:51
104408460,Комфорт,управление мультимедиа с руля,2023-05-26 19:17:51
104408460,Комфорт,передние электро-стеклоподъёмники,2023-05-26 19:17:51
104408460,Комфорт,задние электро-стеклоподъёмники,2023-05-26 19:17:51
104408460,Обогрев,сидений,2023-05-26 19:17:51
104408460,Обогрев,зеркал,2023-05-26 19:17:51
104408460,Климат,климат-контроль,2023-05-26 19:17:51
104408460,Мультимедиа,Bluetooth,2023-05-26 19:17:51
104408460,Мультимедиа,CD или MP3,2023-05-26 19:17:51
104408460,Мультимедиа,USB,2023-05-26 19:17:51
104408460,Мультимедиа,мультимедийный экран,2023-05-26 19:17:51
104408460,Фары,светодиодные,2023-05-26 19:17:51
104408464,Экстерьер,легкосплавные диски,2023-05-26 19:17:51
104408464,Системы безопасности,ABS,2023-05-26 19:17:51
104408464,Системы безопасности,ESP,2023-05-26 19:17:51
104408464,Системы безопасности,антипробуксовочная,2023-05-26 19:17:51
104408464,Системы безопасности,иммобилайзер,2023-05-26 19:17:51
104408464,Подушки,передние,2023-05-26 19:17:51
104408464,Подушки,боковые,2023-05-26 19:17:51
104408464,Подушки,задние,2023-05-26 19:17:51
104408464,Системы помощи,датчик дождя,2023-05-26 19:17:51
104408464,Системы помощи,камера заднего вида,2023-05-26 19:17:51
104408464,Системы помощи,парктроники,2023-05-26 19:17:51
104408464,Интерьер,тёмный,2023-05-26 19:17:51
104408464,Интерьер,искусственная кожа,2023-05-26 19:17:51
104408464,Интерьер,люк,2023-05-26 19:17:51
104408464,Комфорт,круиз-контроль,2023-05-26 19:17:51
104408464,Комфорт,управление мультимедиа с руля,2023-05-26 19:17:51
104408464,Комфорт,передние электро-стеклоподъёмники,2023-05-26 19:17:51
104408464,Комфорт,задние электро-стеклоподъёмники,2023-05-26 19:17:51
104408464,Обогрев,сидений,2023-05-26 19:17:51
104408464,Обогрев,зеркал,2023-05-26 19:17:51
104408464,Климат,климат-контроль,2023-05-26 19:17:51
104408464,Мультимедиа,Bluetooth,2023-05-26 19:17:51
104408464,Мультимедиа,CD или MP3,2023-05-26 19:17:51
104408464,Мультимедиа,USB,2023-05-26 19:17:51
104408464,Мультимедиа,мультимедийный экран,2023-05-26 19:17:51
104408464,Фары,светодиодные,2023-05-26 19:17:51
104408448,Экстерьер,легкосплавные диски,2023-05-26 19:17:52
104408448,Системы безопасности,ABS,2023-05-26 19:17:52
104408448,Системы безопасности,ESP,2023-05-26 19:17:52
104408448,Системы безопасности,антипробуксовочная,2023-05-26 19:17:52
104408448,Системы безопасности,иммобилайзер,2023-05-26 19:17:52
104408448,Подушки,передние,2023-05-26 19:17:52
104408448,Подушки,боковые,2023-05-26 19:17:52
104408448,Подушки,задние,2023-05-26 19:17:52
104408448,Системы помощи,датчик дождя,2023-05-26 19:17:52
104408448,Системы помощи,камера заднего вида,2023-05-26 19:17:52
104408448,Системы помощи,парктроники,2023-05-26 19:17:52
104408448,Интерьер,тёмный,2023-05-26 19:17:52
104408448,Интерьер,искусственная кожа,2023-05-26 19:17:52
104408448,Интерьер,люк,2023-05-26 19:17:52
104408448,Комфорт,круиз-контроль,2023-05-26 19:17:52
104408448,Комфорт,управление мультимедиа с руля,2023-05-26 19:17:52
104408448,Комфорт,передние электро-стеклоподъёмники,2023-05-26 19:17:52
104408448,Комфорт,задние электро-стеклоподъёмники,2023-05-26 19:17:52
104408448,Обогрев,сидений,2023-05-26 19:17:52
104408448,Обогрев,зеркал,2023-05-26 19:17:52
104408448,Климат,климат-контроль,2023-05-26 19:17:52
104408448,Мультимедиа,Bluetooth,2023-05-26 19:17:52
104408448,Мультимедиа,CD или MP3,2023-05-26 19:17:52
104408448,Мультимедиа,USB,2023-05-26 19:17:52
104408448,Мультимедиа,мультимедийный экран,2023-05-26 19:17:52
104408448,Фары,светодиодные,2023-05-26 19:17:52
104399957,Экстерьер,легкосплавные диски,2023-05-26 19:17:53
104399957,Системы безопасности,ABS,2023-05-26 19:17:53
104399957,Системы безопасности,ESP,2023-05-26 19:17:53
104399957,Системы безопасности,антипробуксовочная,2023-05-26 19:17:53
104399957,Системы безопасности,иммобилайзер,2023-05-26 19:17:53
104399957,Подушки,передние,2023-05-26 19:17:53
104399957,Подушки,боковые,2023-05-26 19:17:53
104399957,Подушки,задние,2023-05-26 19:17:53
104399957,Системы помощи,датчик дождя,2023-05-26 19:17:53
104399957,Системы помощи,камера заднего вида,2023-05-26 19:17:53
104399957,Системы помощи,парктроники,2023-05-26 19:17:53
104399957,Интерьер,тёмный,2023-05-26 19:17:53
104399957,Интерьер,искусственная кожа,2023-05-26 19:17:53
104399957,Интерьер,люк,2023-05-26 19:17:53
104399957,Комфорт,круиз-контроль,2023-05-26 19:17:53
104399957,Комфорт,управление мультимедиа с руля,2023-05-26 19:17:53
104399957,Комфорт,передние электро-стеклоподъёмники,2023-05-26 19:17:53
104399957,Комфорт,задние электро-стеклоподъёмники,2023-05-26 19:17:53
104399957,Обогрев,сидений,2023-05-26 19:17:53
104399957,Обогрев,зеркал,2023-05-26 19:17:53
104399957,Климат,климат-контроль,2023-05-26 19:17:53
104399957,Мультимедиа,Bluetooth,2023-05-26 19:17:53
104399957,Мультимедиа,CD или MP3,2023-05-26 19:17:53
104399957,Мультимедиа,USB,2023-05-26 19:17:53
104399957,Мультимедиа,мультимедийный экран,2023-05-26 19:17:53
104399957,Фары,светодиодные,2023-05-26 19:17:53
104399985,Экстерьер,легкосплавные диски,2023-05-26 19:17:53
104399985,Экстерьер,рейлинги на крыше,2023-05-26 19:17:53
104399985,Системы безопасности,ABS,2023-05-26 19:17:53
104399985,Системы безопасности,ESP,2023-05-26 19:17:53
104399985,Системы безопасности,антипробуксовочная,2023-05-26 19:17:53
104399985,Системы безопасности,иммобилайзер,2023-05-26 19:17:53
104399985,Подушки,передние,2023-05-26 19:17:53
104399985,Системы помощи,камера заднего вида,2023-05-26 19:17:53
104399985,Системы помощи,парктроники,2023-05-26 19:17:53
104399985,Интерьер,тёмный,2023-05-26 19:17:53
104399985,Интерьер,комбинированные материалы,2023-05-26 19:17:53
104399985,Интерьер,люк,2023-05-26 19:17:53
104399985,Комфорт,круиз-контроль,2023-05-26 19:17:53
104399985,Комфорт,управление мультимедиа с руля,2023-05-26 19:17:53
104399985,Комфорт,передние электро-стеклоподъёмники,2023-05-26 19:17:53
104399985,Комфорт,задние электро-стеклоподъёмники,2023-05-26 19:17:53
104399985,Обогрев,зеркал,2023-05-26 19:17:53
104399985,Климат,климат-контроль,2023-05-26 19:17:53
104399985,Мультимедиа,Bluetooth,2023-05-26 19:17:53
104399985,Мультимедиа,USB,2023-05-26 19:17:53
104399985,Мультимедиа,мультимедийный экран,2023-05-26 19:17:53
104399963,Экстерьер,легкосплавные диски,2023-05-26 19:17:54
104399963,Системы безопасности,ABS,2023-05-26 19:17:54
104399963,Системы безопасности,ESP,2023-05-26 19:17:54
104399963,Системы безопасности,антипробуксовочная,2023-05-26 19:17:54
104399963,Системы безопасности,иммобилайзер,2023-05-26 19:17:54
104399963,Подушки,передние,2023-05-26 19:17:54
104399963,Подушки,боковые,2023-05-26 19:17:54
104399963,Подушки,задние,2023-05-26 19:17:54
104399963,Системы помощи,датчик дождя,2023-05-26 19:17:54
104399963,Системы помощи,камера заднего вида,2023-05-26 19:17:54
104399963,Системы помощи,парктроники,2023-05-26 19:17:54
104399963,Интерьер,тёмный,2023-05-26 19:17:54
104399963,Интерьер,искусственная кожа,2023-05-26 19:17:54
104399963,Интерьер,люк,2023-05-26 19:17:54
104399963,Комфорт,круиз-контроль,2023-05-26 19:17:54
104399963,Комфорт,управление мультимедиа с руля,2023-05-26 19:17:54
104399963,Комфорт,передние электро-стеклоподъёмники,2023-05-26 19:17:54
104399963,Комфорт,задние электро-стеклоподъёмники,2023-05-26 19:17:54
104399963,Обогрев,сидений,2023-05-26 19:17:54
104399963,Обогрев,зеркал,2023-05-26 19:17:54
104399963,Климат,климат-контроль,2023-05-26 19:17:54
104399963,Мультимедиа,Bluetooth,2023-05-26 19:17:54
104399963,Мультимедиа,CD или MP3,2023-05-26 19:17:54
104399963,Мультимедиа,USB,2023-05-26 19:17:54
104399963,Мультимедиа,мультимедийный экран,2023-05-26 19:17:54
104399963,Фары,светодиодные,2023-05-26 19:17:54
104399655,Экстерьер,легкосплавные диски,2023-05-26 19:17:55
104399655,Системы безопасности,ABS,2023-05-26 19:17:55
104399655,Системы безопасности,ESP,2023-05-26 19:17:55
104399655,Системы безопасности,антипробуксовочная,2023-05-26 19:17:55
104399655,Системы безопасности,иммобилайзер,2023-05-26 19:17:55
104399655,Подушки,передние,2023-05-26 19:17:55
104399655,Подушки,боковые,2023-05-26 19:17:55
104399655,Подушки,задние,2023-05-26 19:17:55
104399655,Системы помощи,датчик дождя,2023-05-26 19:17:55
104399655,Системы помощи,камера заднего вида,2023-05-26 19:17:55
104399655,Системы помощи,парктроники,2023-05-26 19:17:55
104399655,Интерьер,тёмный,2023-05-26 19:17:55
104399655,Интерьер,искусственная кожа,2023-05-26 19:17:55
104399655,Интерьер,люк,2023-05-26 19:17:55
104399655,Комфорт,круиз-контроль,2023-05-26 19:17:55
104399655,Комфорт,управление мультимедиа с руля,2023-05-26 19:17:55
104399655,Комфорт,передние электро-стеклоподъёмники,2023-05-26 19:17:55
104399655,Комфорт,задние электро-стеклоподъёмники,2023-05-26 19:17:55
104399655,Обогрев,сидений,2023-05-26 19:17:55
104399655,Обогрев,зеркал,2023-05-26 19:17:55
104399655,Климат,климат-контроль,2023-05-26 19:17:55
104399655,Мультимедиа,Bluetooth,2023-05-26 19:17:55
104399655,Мультимедиа,CD или MP3,2023-05-26 19:17:55
104399655,Мультимедиа,USB,2023-05-26 19:17:55
104399655,Мультимедиа,мультимедийный экран,2023-05-26 19:17:55
104399655,Фары,светодиодные,2023-05-26 19:17:55
104399959,Экстерьер,легкосплавные диски,2023-05-26 19:17:55
104399959,Системы безопасности,ABS,2023-05-26 19:17:55
104399959,Системы безопасности,ESP,2023-05-26 19:17:55
104399959,Системы безопасности,антипробуксовочная,2023-05-26 19:17:55
104399959,Системы безопасности,иммобилайзер,2023-05-26 19:17:55
104399959,Подушки,передние,2023-05-26 19:17:55
104399959,Подушки,боковые,2023-05-26 19:17:55
104399959,Подушки,задние,2023-05-26 19:17:55
104399959,Системы помощи,датчик дождя,2023-05-26 19:17:55
104399959,Системы помощи,камера заднего вида,2023-05-26 19:17:55
